Age,Annual Income,Home Ownership,Employment Length (Years),Loan Purpose,Loan Grade,Loan Amount,Interest Rate (%),Loan to Income Ratio,Previous Default History,Credit History Length (Years),Debt to Income Ratio,Credit Utilization Ratio,Number of Open Credit Accounts,Number of Late Payments,"Loan Status (0=Approved, 1=Default)"
29,57322,RENT,10,EDUCATION,A,27008,16.71,0.47,Y,10,0.17,0.11,5,9,1
21,54062,RENT,0,VENTURE,B,26041,8.4,0.48,Y,2,0.34,0.89,8,10,1
61,86914,RENT,17,PERSONAL,C,41703,11.9,0.48,N,41,0.08,0.75,2,4,0
25,44198,OWN,1,HOMEIMPROVEMENT,A,8735,15.46,0.2,N,2,0.19,0.42,12,1,0
58,132789,OWN,22,PERSONAL,A,25496,16.85,0.19,Y,15,0.2,0.17,4,0,0
42,138333,MORTGAGE,9,VENTURE,B,20275,13.58,0.15,N,13,0.44,0.43,8,10,0
54,97487,OWN,11,MEDICAL,B,49613,13.26,0.51,N,4,0.14,0.93,14,7,1
54,88283,RENT,12,VENTURE,D,13454,20.49,0.15,Y,16,0.46,0.29,4,11,1
31,49757,RENT,12,VENTURE,C,15561,8.67,0.31,N,4,0.09,0.44,13,5,0
63,112508,RENT,37,PERSONAL,B,43464,12.98,0.39,Y,31,0.15,0.17,3,0,0
23,101787,RENT,4,PERSONAL,C,11707,14.03,0.12,Y,4,0.45,0.84,8,1,1
31,132743,OWN,5,VENTURE,D,37519,13.14,0.28,Y,7,0.35,0.31,6,7,1
36,98561,RENT,0,VENTURE,D,37951,21.18,0.39,N,12,0.34,0.51,13,2,1
33,88323,MORTGAGE,5,PERSONAL,C,49357,7.9,0.56,N,12,0.21,0.46,10,7,0
32,61258,RENT,12,EDUCATION,D,10306,18.91,0.17,Y,10,0.05,0.5,13,0,1
37,146278,MORTGAGE,10,HOMEIMPROVEMENT,C,38952,13.11,0.27,N,4,0.28,0.67,14,4,0
59,68770,RENT,31,EDUCATION,A,38641,10.33,0.56,Y,34,0.27,0.12,12,1,1
27,60647,OWN,2,HOMEIMPROVEMENT,E,22996,13.39,0.38,N,7,0.09,0.59,7,8,0
25,142814,RENT,1,HOMEIMPROVEMENT,D,2373,16.65,0.02,N,5,0.19,0.17,10,7,1
43,83530,OWN,0,EDUCATION,A,8788,18.83,0.11,N,3,0.06,0.91,5,7,1
38,147580,MORTGAGE,2,MEDICAL,D,34715,12.48,0.24,Y,3,0.43,0.15,4,0,1
28,140895,OWN,6,MEDICAL,D,42000,11.26,0.3,N,1,0.34,0.56,2,3,0
60,143698,RENT,16,EDUCATION,D,13176,20.33,0.09,N,14,0.48,0.23,3,7,1
44,137286,RENT,20,VENTURE,E,36421,7.14,0.27,N,16,0.55,0.43,3,2,0
39,57190,MORTGAGE,17,MEDICAL,B,8463,10.11,0.15,Y,4,0.25,0.43,10,3,0
39,144288,MORTGAGE,12,EDUCATION,D,46037,7.19,0.32,N,6,0.5,0.13,7,9,1
49,23051,MORTGAGE,10,EDUCATION,C,12789,17.99,0.55,Y,11,0.43,0.31,1,7,1
45,83278,MORTGAGE,5,VENTURE,D,48246,9.4,0.58,N,3,0.47,0.45,4,3,1
29,125758,OWN,1,MEDICAL,B,45349,18.54,0.36,N,1,0.33,0.24,6,11,1
26,147769,MORTGAGE,7,EDUCATION,D,3586,13.78,0.02,N,6,0.47,0.79,3,6,1
57,132695,OWN,37,PERSONAL,C,21316,9.62,0.16,N,2,0.46,0.13,14,10,0
57,50086,RENT,7,EDUCATION,B,33726,14.18,0.67,N,21,0.06,0.31,14,11,0
58,52930,MORTGAGE,33,MEDICAL,C,29315,14.39,0.55,N,13,0.31,0.19,7,11,0
32,74478,RENT,6,VENTURE,C,29621,6.77,0.4,N,10,0.5,0.14,11,2,0
31,86394,MORTGAGE,9,MEDICAL,B,26020,13.37,0.3,N,1,0.07,0.37,10,7,0
63,20209,MORTGAGE,35,VENTURE,A,17537,20.95,0.87,N,33,0.58,0.16,7,7,1
45,62136,OWN,20,MEDICAL,B,29163,13.47,0.47,Y,24,0.32,0.17,7,11,1
28,77415,RENT,0,MEDICAL,C,31826,18.82,0.41,N,3,0.46,0.21,1,0,1
54,68122,MORTGAGE,18,PERSONAL,E,9709,19.43,0.14,N,17,0.43,0.3,10,9,1
40,100576,RENT,6,HOMEIMPROVEMENT,B,49784,9.34,0.49,N,2,0.4,0.82,13,5,0
36,103442,OWN,4,MEDICAL,B,2069,18.07,0.02,N,8,0.41,0.36,1,1,0
27,79556,MORTGAGE,6,VENTURE,B,2354,21.76,0.03,Y,5,0.38,0.24,4,0,0
23,135637,MORTGAGE,1,HOMEIMPROVEMENT,B,30778,15.39,0.23,N,3,0.26,0.31,5,8,1
29,24725,OWN,1,VENTURE,A,23671,18.84,0.96,N,1,0.27,0.49,10,11,1
45,42455,MORTGAGE,16,EDUCATION,C,17882,9.28,0.42,Y,14,0.52,0.5,2,0,1
61,99711,OWN,3,PERSONAL,D,6892,17.51,0.07,N,8,0.5,0.85,14,4,1
63,85048,OWN,2,HOMEIMPROVEMENT,D,41142,20.17,0.48,N,43,0.43,0.32,9,5,1
37,133004,RENT,0,MEDICAL,E,6445,9.56,0.05,N,13,0.2,0.7,12,6,1
32,101122,RENT,0,MEDICAL,B,2567,6.41,0.03,N,7,0.12,0.69,5,2,0
29,96898,RENT,3,VENTURE,C,19297,14.4,0.2,N,10,0.33,0.52,1,7,0
37,82514,MORTGAGE,17,VENTURE,C,49421,13.76,0.6,Y,10,0.42,0.39,6,4,1
62,29569,OWN,31,EDUCATION,B,28756,9.11,0.97,N,21,0.24,0.33,12,10,0
56,110450,RENT,8,PERSONAL,A,27269,9.47,0.25,Y,35,0.23,0.42,9,6,1
25,70990,RENT,0,VENTURE,B,1009,20.92,0.01,N,2,0.35,0.24,8,0,0
60,81926,MORTGAGE,25,VENTURE,C,42048,7.82,0.51,N,37,0.32,0.74,6,0,0
50,80012,RENT,8,EDUCATION,A,12584,9.65,0.16,N,8,0.17,0.87,11,1,0
49,47151,OWN,2,PERSONAL,E,9750,19.92,0.21,Y,4,0.39,0.55,14,9,1
44,145212,OWN,8,HOMEIMPROVEMENT,A,42266,7.66,0.29,Y,5,0.33,0.94,12,1,1
43,41918,MORTGAGE,9,MEDICAL,A,31306,9.66,0.75,Y,16,0.5,0.57,12,0,1
49,36374,MORTGAGE,30,PERSONAL,C,4775,14.12,0.13,N,6,0.08,0.44,2,0,0
55,114781,OWN,29,VENTURE,D,14276,20.01,0.12,N,20,0.49,0.73,10,1,1
48,40946,MORTGAGE,22,HOMEIMPROVEMENT,C,31316,12.46,0.76,Y,1,0.53,0.79,8,2,1
22,126158,MORTGAGE,3,MEDICAL,B,44421,15.39,0.35,N,2,0.23,0.71,4,8,0
49,88515,RENT,4,HOMEIMPROVEMENT,A,8065,9.84,0.09,N,22,0.38,0.44,6,4,0
46,86320,OWN,7,MEDICAL,E,41864,8.19,0.48,N,22,0.25,0.35,7,9,1
26,64135,RENT,3,EDUCATION,E,18357,21.34,0.29,N,2,0.16,0.37,7,9,1
55,109424,OWN,34,PERSONAL,E,27514,9.7,0.25,Y,35,0.27,0.81,8,7,1
59,85364,OWN,22,HOMEIMPROVEMENT,A,45237,11.98,0.53,N,5,0.47,0.69,2,3,0
36,57011,OWN,15,EDUCATION,B,28718,17.99,0.5,N,11,0.11,0.61,1,9,1
39,52089,OWN,14,VENTURE,C,31029,9.64,0.6,N,14,0.24,0.92,6,5,0
52,128750,RENT,4,VENTURE,A,43378,18.11,0.34,N,4,0.42,0.31,14,11,1
41,122820,MORTGAGE,6,PERSONAL,B,49985,16.25,0.41,Y,5,0.17,0.56,6,6,1
58,142026,RENT,18,VENTURE,C,37323,14.99,0.26,Y,13,0.47,0.86,13,10,1
50,111860,MORTGAGE,5,MEDICAL,E,28195,18.14,0.25,Y,15,0.27,0.36,6,11,1
42,25774,MORTGAGE,23,HOMEIMPROVEMENT,E,11983,20.05,0.46,N,22,0.14,0.32,13,8,1
60,27812,RENT,20,HOMEIMPROVEMENT,B,5557,18.49,0.2,N,20,0.32,0.27,13,7,0
64,117555,MORTGAGE,20,HOMEIMPROVEMENT,D,17676,15.43,0.15,N,35,0.49,0.59,3,1,1
49,138343,OWN,18,HOMEIMPROVEMENT,B,29830,12.2,0.22,N,26,0.39,0.52,7,5,0
30,103384,RENT,6,HOMEIMPROVEMENT,D,22999,15.31,0.22,Y,6,0.53,0.35,12,4,1
58,44809,OWN,23,PERSONAL,A,1693,10.75,0.04,N,39,0.17,0.7,5,10,0
36,79150,OWN,14,PERSONAL,A,36773,9.19,0.46,N,3,0.52,0.68,9,6,1
39,82167,RENT,19,EDUCATION,E,48150,16.11,0.59,N,17,0.3,0.79,12,1,1
51,122231,OWN,6,PERSONAL,C,16797,20.64,0.14,N,5,0.27,0.63,14,11,0
31,128982,RENT,10,PERSONAL,A,37807,10.7,0.29,N,2,0.39,0.56,10,6,0
35,88577,OWN,9,PERSONAL,E,10078,16.73,0.11,N,8,0.4,0.7,6,8,1
34,130965,RENT,12,HOMEIMPROVEMENT,B,10643,13.84,0.08,Y,1,0.28,0.93,7,7,1
22,26378,RENT,1,EDUCATION,E,10365,10.27,0.39,N,1,0.08,0.14,8,8,1
32,68136,OWN,9,EDUCATION,C,18337,15.89,0.27,N,13,0.51,0.46,8,9,1
59,58912,MORTGAGE,23,HOMEIMPROVEMENT,B,49737,17.03,0.84,Y,15,0.52,0.76,12,2,1
40,142903,OWN,3,EDUCATION,B,40238,18.96,0.28,Y,15,0.3,0.36,9,4,0
46,66092,MORTGAGE,23,VENTURE,E,11350,9.38,0.17,N,2,0.2,0.78,14,7,0
34,138712,OWN,2,EDUCATION,B,40383,7.39,0.29,N,6,0.33,0.69,13,1,0
39,20893,RENT,14,EDUCATION,C,20773,18.53,0.99,Y,9,0.25,0.74,7,2,1
37,50386,RENT,13,EDUCATION,E,4802,12.52,0.1,N,15,0.47,0.59,13,2,0
62,93567,OWN,7,VENTURE,C,36548,16.5,0.39,Y,6,0.53,0.84,9,4,1
21,86189,OWN,1,VENTURE,A,27418,16.99,0.32,Y,2,0.47,0.35,5,9,1
51,69050,MORTGAGE,7,PERSONAL,A,5626,21.46,0.08,Y,28,0.2,0.45,3,9,1
42,143199,MORTGAGE,15,VENTURE,B,35866,18.6,0.25,N,14,0.21,0.7,12,11,0
41,42626,MORTGAGE,11,VENTURE,B,11521,19.43,0.27,N,13,0.24,0.86,7,9,1
22,29921,RENT,3,MEDICAL,E,9859,10.22,0.33,N,1,0.1,0.63,6,1,0
39,120546,RENT,9,PERSONAL,C,38865,8.75,0.32,N,18,0.23,0.56,1,1,0
45,93509,MORTGAGE,5,PERSONAL,B,31129,11.84,0.33,N,24,0.24,0.62,9,9,0
40,46924,RENT,1,VENTURE,A,8711,10.23,0.19,Y,20,0.37,0.89,9,4,1
51,89329,OWN,22,VENTURE,E,2659,15.45,0.03,N,18,0.15,0.84,7,3,1
33,143775,RENT,7,VENTURE,E,21106,8.32,0.15,N,1,0.16,0.24,4,0,0
26,58672,RENT,3,VENTURE,A,34122,16.17,0.58,N,2,0.06,0.45,4,11,1
44,99239,RENT,18,HOMEIMPROVEMENT,E,42326,14.57,0.43,N,22,0.43,0.73,14,11,1
59,35795,MORTGAGE,28,HOMEIMPROVEMENT,B,12284,8.5,0.34,N,19,0.1,0.49,5,3,0
59,64629,RENT,16,VENTURE,B,2633,7.31,0.04,Y,6,0.52,0.46,5,1,1
53,73707,RENT,21,VENTURE,B,7396,12.91,0.1,N,27,0.39,0.22,12,11,0
26,113574,OWN,7,PERSONAL,D,31431,10.69,0.28,N,1,0.46,0.29,9,11,1
41,29045,OWN,20,EDUCATION,E,19667,11.55,0.68,N,7,0.54,0.43,9,0,1
39,25283,OWN,12,PERSONAL,C,15839,9.2,0.63,N,10,0.33,0.32,11,7,0
54,148116,OWN,28,EDUCATION,A,33548,10.98,0.23,N,26,0.46,0.75,4,9,0
59,56114,MORTGAGE,14,EDUCATION,C,33799,14.05,0.6,N,1,0.31,0.93,12,4,0
56,67701,MORTGAGE,25,MEDICAL,A,11805,19.32,0.17,N,14,0.16,0.91,9,3,0
22,144726,MORTGAGE,3,EDUCATION,A,11679,19.96,0.08,N,2,0.06,0.81,1,8,1
28,149242,RENT,9,MEDICAL,E,45941,19.4,0.31,N,4,0.24,0.49,14,0,0
23,73053,MORTGAGE,1,EDUCATION,B,18568,16.77,0.25,N,2,0.25,0.38,2,5,0
28,114430,RENT,3,MEDICAL,A,41711,12.42,0.36,Y,7,0.2,0.25,7,11,1
47,55732,RENT,8,PERSONAL,D,18694,9.28,0.34,N,2,0.24,0.75,10,3,0
57,140461,OWN,36,VENTURE,B,31215,6.55,0.22,N,13,0.15,0.34,2,8,0
37,25620,RENT,14,HOMEIMPROVEMENT,E,5681,12.99,0.22,N,12,0.09,0.24,2,0,0
31,100543,MORTGAGE,7,PERSONAL,C,45691,10.67,0.45,Y,8,0.59,0.26,3,4,1
57,105040,OWN,2,MEDICAL,E,44794,20.78,0.43,N,23,0.39,0.53,7,4,1
54,128297,MORTGAGE,34,VENTURE,C,39346,6.38,0.31,N,21,0.57,0.36,1,1,0
48,78860,MORTGAGE,13,HOMEIMPROVEMENT,C,49648,20.16,0.63,Y,2,0.57,0.82,3,6,1
35,66659,RENT,12,HOMEIMPROVEMENT,B,24563,21.45,0.37,N,16,0.38,0.9,4,1,0
64,74933,OWN,7,HOMEIMPROVEMENT,A,32481,16.99,0.43,N,27,0.11,0.56,5,7,1
23,56368,OWN,2,VENTURE,A,48101,17.02,0.85,N,4,0.45,0.24,2,9,1
29,113105,MORTGAGE,10,PERSONAL,A,20065,8.35,0.18,N,5,0.18,0.59,13,0,0
47,118723,MORTGAGE,28,PERSONAL,B,11789,18.04,0.1,N,5,0.48,0.22,4,5,0
59,79694,MORTGAGE,28,HOMEIMPROVEMENT,A,33844,7.77,0.42,N,24,0.56,0.71,12,4,0
39,22105,MORTGAGE,8,EDUCATION,D,10330,15.71,0.47,N,16,0.15,0.11,14,11,1
34,117551,RENT,10,HOMEIMPROVEMENT,E,8283,19.64,0.07,N,1,0.16,0.37,11,8,1
53,137035,MORTGAGE,17,HOMEIMPROVEMENT,A,40695,13.1,0.3,Y,29,0.42,0.54,10,4,1
49,97241,OWN,16,EDUCATION,B,29047,18.14,0.3,N,3,0.29,0.76,10,4,0
47,124997,RENT,3,HOMEIMPROVEMENT,D,22706,8.02,0.18,Y,18,0.53,0.48,11,4,1
44,58636,MORTGAGE,23,HOMEIMPROVEMENT,C,1010,15.9,0.02,N,15,0.07,0.95,9,3,0
35,127323,OWN,9,HOMEIMPROVEMENT,A,3024,6.31,0.02,N,10,0.11,0.7,3,1,0
30,112724,RENT,8,HOMEIMPROVEMENT,C,19405,9.91,0.17,N,5,0.23,0.73,5,2,0
25,80385,OWN,0,HOMEIMPROVEMENT,B,32029,20.27,0.4,N,5,0.17,0.6,11,8,1
34,132314,MORTGAGE,6,PERSONAL,B,25248,15.58,0.19,Y,2,0.05,0.1,6,7,1
42,48610,OWN,23,PERSONAL,E,35678,7.98,0.73,N,12,0.06,0.75,1,3,0
63,121583,MORTGAGE,2,PERSONAL,E,37575,15.15,0.31,Y,14,0.4,0.87,6,10,1
58,112607,MORTGAGE,5,VENTURE,A,26664,19.6,0.24,Y,15,0.33,0.39,5,0,0
60,128585,OWN,39,EDUCATION,B,31540,18.45,0.25,N,15,0.19,0.69,14,10,0
62,44161,OWN,8,HOMEIMPROVEMENT,C,40287,17.91,0.91,N,7,0.44,0.94,2,8,1
41,66947,MORTGAGE,20,HOMEIMPROVEMENT,D,43443,8.52,0.65,N,20,0.46,0.19,13,2,1
42,33780,RENT,0,PERSONAL,A,28790,21.2,0.85,N,14,0.38,0.47,5,7,1
50,79659,RENT,2,HOMEIMPROVEMENT,C,1778,21.93,0.02,Y,18,0.37,0.66,4,4,0
24,117419,RENT,2,PERSONAL,B,44001,18.77,0.37,N,5,0.1,0.45,8,7,0
52,22717,RENT,28,PERSONAL,B,21908,12.04,0.96,N,16,0.36,0.16,14,2,0
58,28577,OWN,6,PERSONAL,D,9666,17.8,0.34,N,17,0.37,0.13,11,2,0
42,97811,OWN,19,HOMEIMPROVEMENT,D,47804,16.82,0.49,N,19,0.54,0.65,3,9,1
36,96429,RENT,11,EDUCATION,B,23386,11.41,0.24,Y,2,0.1,0.59,6,2,0
60,136605,MORTGAGE,22,EDUCATION,B,30148,17.51,0.22,N,7,0.29,0.82,2,0,0
51,26408,MORTGAGE,19,HOMEIMPROVEMENT,C,2225,18.6,0.08,N,13,0.51,0.89,5,0,1
39,104029,OWN,6,HOMEIMPROVEMENT,B,39603,16.52,0.38,N,15,0.39,0.33,4,6,0
61,33686,MORTGAGE,35,HOMEIMPROVEMENT,B,31760,6.63,0.94,N,4,0.39,0.8,14,7,0
40,120566,OWN,21,VENTURE,D,13775,19.61,0.11,N,15,0.55,0.9,9,8,1
39,149974,RENT,7,PERSONAL,A,7406,9.31,0.05,Y,10,0.51,0.81,11,8,1
43,82613,OWN,3,HOMEIMPROVEMENT,B,47241,15.22,0.57,Y,3,0.12,0.26,2,7,1
46,128106,OWN,7,VENTURE,A,23439,15.51,0.18,N,20,0.07,0.46,14,0,0
62,108774,MORTGAGE,1,EDUCATION,D,31313,19.85,0.29,Y,19,0.12,0.93,11,10,1
45,66733,OWN,10,HOMEIMPROVEMENT,D,30492,10.76,0.46,N,14,0.46,0.14,4,11,1
26,96242,RENT,5,HOMEIMPROVEMENT,E,45486,14.66,0.47,Y,2,0.24,0.64,14,4,1
22,96514,OWN,1,VENTURE,E,38628,18.69,0.4,Y,3,0.33,0.69,2,5,1
38,20589,RENT,12,VENTURE,B,6063,11.51,0.29,N,17,0.52,0.7,11,11,0
52,69456,RENT,3,VENTURE,C,9043,19.73,0.13,N,4,0.46,0.6,9,0,0
56,63254,RENT,7,HOMEIMPROVEMENT,B,22181,21.07,0.35,Y,34,0.48,0.43,14,3,1
33,132234,MORTGAGE,0,VENTURE,C,43845,19.31,0.33,N,13,0.43,0.89,3,4,1
50,132970,MORTGAGE,8,PERSONAL,C,30075,16.13,0.23,Y,31,0.09,0.52,2,7,1
64,98860,OWN,23,VENTURE,B,41363,12.45,0.42,Y,16,0.46,0.47,4,4,1
40,117382,RENT,15,VENTURE,B,24104,6.31,0.21,N,1,0.07,0.91,9,2,0
43,91519,OWN,10,EDUCATION,E,27990,19.92,0.31,Y,22,0.2,0.18,6,1,1
54,118075,MORTGAGE,1,VENTURE,A,34902,20.85,0.3,Y,26,0.19,0.24,4,10,1
50,64786,RENT,30,MEDICAL,D,11889,10.24,0.18,N,27,0.43,0.78,1,5,0
27,111320,MORTGAGE,5,VENTURE,C,24216,6.85,0.22,Y,5,0.22,0.48,5,4,0
25,29039,OWN,6,EDUCATION,B,7441,9.83,0.26,N,3,0.59,0.36,5,3,0
47,128684,RENT,0,EDUCATION,B,30401,10.0,0.24,N,25,0.3,0.36,3,0,0
40,120680,OWN,16,EDUCATION,B,38146,10.12,0.32,N,4,0.46,0.28,2,4,0
55,70931,MORTGAGE,20,HOMEIMPROVEMENT,C,30038,10.14,0.42,Y,29,0.33,0.47,3,7,1
50,99443,RENT,5,MEDICAL,A,37635,18.3,0.38,Y,29,0.31,0.9,1,7,1
39,91431,MORTGAGE,20,PERSONAL,B,12344,16.54,0.14,N,16,0.52,0.31,9,11,1
53,76680,MORTGAGE,9,VENTURE,B,48615,8.11,0.63,Y,7,0.22,0.54,9,9,1
54,64499,OWN,14,MEDICAL,B,9800,18.49,0.15,Y,20,0.45,0.54,8,5,1
32,73079,MORTGAGE,4,EDUCATION,E,43135,10.99,0.59,N,11,0.31,0.94,11,3,1
24,132175,OWN,0,HOMEIMPROVEMENT,A,49714,17.26,0.38,N,1,0.56,0.38,11,10,1
43,104834,MORTGAGE,4,EDUCATION,C,33040,6.64,0.32,N,1,0.11,0.3,5,11,0
64,60958,RENT,21,VENTURE,B,31160,10.39,0.51,N,14,0.52,0.51,5,11,1
40,77851,MORTGAGE,15,HOMEIMPROVEMENT,C,47577,10.17,0.61,N,13,0.52,0.83,14,7,1
29,34683,OWN,1,HOMEIMPROVEMENT,B,14006,6.78,0.4,Y,4,0.47,0.6,5,6,1
43,124627,RENT,19,HOMEIMPROVEMENT,D,27883,15.74,0.22,Y,5,0.14,0.65,5,4,1
51,100360,OWN,25,VENTURE,A,43736,20.89,0.44,N,20,0.4,0.48,6,0,0
32,49283,MORTGAGE,11,MEDICAL,B,35625,11.1,0.72,N,7,0.33,0.52,14,11,0
34,56007,OWN,6,HOMEIMPROVEMENT,C,28278,21.21,0.5,N,2,0.57,0.7,14,6,1
34,94910,MORTGAGE,7,EDUCATION,A,36435,7.93,0.38,N,2,0.54,0.55,10,6,0
33,29745,RENT,9,VENTURE,A,16861,7.1,0.57,N,11,0.27,0.4,8,9,0
46,75309,MORTGAGE,6,PERSONAL,D,42628,9.35,0.57,N,7,0.28,0.16,12,5,0
64,142232,RENT,10,VENTURE,A,22953,19.15,0.16,Y,44,0.22,0.32,6,2,0
22,147006,RENT,2,EDUCATION,B,46066,15.01,0.31,N,2,0.13,0.59,8,7,0
33,131715,MORTGAGE,14,HOMEIMPROVEMENT,B,16233,9.39,0.12,N,9,0.53,0.72,6,0,0
33,115812,OWN,8,HOMEIMPROVEMENT,D,11060,21.75,0.1,N,4,0.06,0.89,12,8,1
26,110748,RENT,1,EDUCATION,B,34332,18.5,0.31,Y,2,0.41,0.79,6,4,1
54,73950,OWN,13,PERSONAL,D,22423,12.08,0.3,Y,20,0.06,0.61,10,1,1
35,146522,MORTGAGE,8,MEDICAL,B,47617,6.63,0.32,N,10,0.37,0.95,10,4,0
33,36375,MORTGAGE,7,HOMEIMPROVEMENT,A,33437,15.49,0.92,N,10,0.13,0.21,7,8,1
49,67176,OWN,9,EDUCATION,A,8939,15.11,0.13,N,24,0.28,0.11,13,6,0
54,95622,MORTGAGE,3,PERSONAL,C,27442,13.55,0.29,Y,16,0.42,0.87,5,11,1
62,73806,OWN,4,MEDICAL,B,11456,16.55,0.16,Y,37,0.36,0.19,14,2,0
36,136625,RENT,0,MEDICAL,B,14824,13.11,0.11,N,9,0.51,0.72,2,0,0
43,63739,OWN,13,PERSONAL,D,46389,21.61,0.73,N,3,0.55,0.95,9,7,1
53,128347,MORTGAGE,21,VENTURE,B,33210,13.29,0.26,N,19,0.26,0.24,5,3,0
55,127625,OWN,0,PERSONAL,B,6435,21.56,0.05,Y,12,0.09,0.39,2,6,1
62,122411,MORTGAGE,37,PERSONAL,A,26169,16.05,0.21,N,30,0.53,0.84,6,2,1
37,81821,MORTGAGE,13,EDUCATION,B,4688,15.09,0.06,Y,13,0.09,0.49,13,2,0
56,40102,MORTGAGE,4,MEDICAL,A,20479,6.51,0.51,Y,17,0.2,0.27,10,2,1
54,148479,MORTGAGE,34,MEDICAL,A,49223,9.5,0.33,Y,21,0.39,0.75,1,11,1
43,108177,RENT,12,HOMEIMPROVEMENT,A,19792,7.4,0.18,N,9,0.33,0.8,14,6,0
30,54964,MORTGAGE,3,PERSONAL,B,26227,13.59,0.48,N,2,0.38,0.6,12,1,0
54,85883,RENT,27,MEDICAL,E,44856,15.89,0.52,N,22,0.08,0.5,14,8,1
60,126749,OWN,8,VENTURE,A,44790,20.08,0.35,N,5,0.16,0.71,9,4,0
21,78065,MORTGAGE,1,VENTURE,A,17829,7.77,0.23,N,2,0.37,0.92,1,11,1
42,38722,MORTGAGE,20,VENTURE,A,18985,13.13,0.49,N,20,0.47,0.49,4,2,0
64,135336,MORTGAGE,39,VENTURE,A,47577,6.25,0.35,N,13,0.58,0.87,4,0,0
47,62103,OWN,24,PERSONAL,C,18715,12.26,0.3,N,18,0.15,0.51,4,7,0
40,101617,OWN,10,VENTURE,C,6717,12.92,0.07,N,18,0.16,0.26,1,6,0
46,21620,OWN,16,HOMEIMPROVEMENT,E,5766,8.25,0.27,N,14,0.24,0.26,14,10,0
52,32204,MORTGAGE,0,EDUCATION,B,1825,17.74,0.06,N,13,0.52,0.78,3,4,1
38,22011,MORTGAGE,2,MEDICAL,A,12246,7.15,0.56,N,11,0.22,0.68,5,7,0
39,131668,RENT,18,HOMEIMPROVEMENT,B,24864,18.15,0.19,Y,17,0.45,0.84,10,9,1
55,95969,RENT,22,HOMEIMPROVEMENT,D,12528,17.57,0.13,N,14,0.27,0.45,6,10,1
63,54493,OWN,14,VENTURE,D,46825,16.3,0.86,N,44,0.08,0.61,11,1,1
30,132482,MORTGAGE,3,MEDICAL,E,38375,6.89,0.29,N,11,0.09,0.89,4,6,1
60,122834,MORTGAGE,6,HOMEIMPROVEMENT,A,2073,6.69,0.02,N,27,0.19,0.69,13,8,0
49,72116,RENT,25,VENTURE,D,39650,11.21,0.55,Y,10,0.18,0.8,4,7,1
45,39369,OWN,25,HOMEIMPROVEMENT,B,32384,19.33,0.82,N,9,0.15,0.39,13,5,0
26,63021,MORTGAGE,3,MEDICAL,B,19261,8.06,0.31,N,7,0.16,0.48,3,0,0
49,32207,OWN,14,HOMEIMPROVEMENT,A,1204,17.15,0.04,N,21,0.11,0.39,8,9,0
38,133193,MORTGAGE,19,EDUCATION,A,20909,18.69,0.16,N,7,0.39,0.41,11,1,0
52,129632,RENT,7,VENTURE,B,24852,17.11,0.19,N,12,0.55,0.49,9,2,0
49,112769,OWN,1,HOMEIMPROVEMENT,A,32131,13.57,0.28,Y,28,0.31,0.15,10,7,1
54,149128,MORTGAGE,18,VENTURE,C,12201,17.75,0.08,N,21,0.56,0.74,8,6,1
48,45594,MORTGAGE,29,MEDICAL,A,37292,15.34,0.82,Y,6,0.29,0.91,5,7,1
64,113344,RENT,16,HOMEIMPROVEMENT,A,29399,21.92,0.26,N,11,0.27,0.66,9,3,0
34,31676,RENT,2,PERSONAL,A,18042,19.68,0.57,N,13,0.32,0.11,14,8,1
45,124592,OWN,12,VENTURE,A,45243,13.58,0.36,Y,10,0.48,0.52,4,5,1
44,48688,MORTGAGE,17,PERSONAL,B,31945,13.13,0.66,N,4,0.18,0.48,14,10,0
62,138530,OWN,26,PERSONAL,B,38634,14.96,0.28,N,17,0.22,0.11,14,0,0
46,70870,OWN,17,HOMEIMPROVEMENT,C,39191,13.7,0.55,N,18,0.57,0.55,10,4,0
25,148386,OWN,2,HOMEIMPROVEMENT,E,8424,11.13,0.06,N,6,0.18,0.28,1,8,0
26,89639,RENT,4,HOMEIMPROVEMENT,B,3994,11.83,0.04,Y,4,0.12,0.59,12,3,0
50,90780,RENT,17,HOMEIMPROVEMENT,C,41922,19.06,0.46,N,5,0.22,0.87,11,5,1
31,111280,MORTGAGE,11,VENTURE,A,9389,6.45,0.08,Y,4,0.31,0.33,13,6,1
23,78942,RENT,3,VENTURE,C,31143,18.53,0.39,Y,2,0.29,0.72,11,4,0
36,131690,OWN,13,MEDICAL,A,11561,20.83,0.09,Y,3,0.57,0.76,5,4,1
54,66175,OWN,24,VENTURE,C,46543,20.95,0.7,N,1,0.58,0.73,5,5,1
39,142225,RENT,7,MEDICAL,B,20225,19.26,0.14,N,7,0.05,0.14,4,8,0
37,129538,OWN,16,PERSONAL,A,5795,16.34,0.04,Y,4,0.53,0.31,2,7,1
58,81049,OWN,29,VENTURE,B,37027,9.62,0.46,N,32,0.5,0.83,9,6,1
61,48410,OWN,38,VENTURE,A,30354,6.06,0.63,Y,2,0.52,0.42,4,11,1
53,142207,RENT,5,EDUCATION,B,46800,14.41,0.33,Y,2,0.53,0.9,10,8,1
25,118142,MORTGAGE,4,EDUCATION,C,39757,20.61,0.34,N,5,0.45,0.74,3,0,0
43,110321,RENT,13,VENTURE,B,45498,21.15,0.41,N,10,0.33,0.56,3,6,1
